Step,Episode,TotalVehicles,VehiclesWaiting,SimulationTime
876,30,337,4,2826.382
877,30,337,4,2829.716
878,30,338,4,2833.049
879,30,338,4,2836.382
880,30,338,4,2839.716
881,30,339,5,2843.049
882,30,339,5,2846.382
883,30,340,6,2849.716
884,30,340,6,2853.049
885,30,341,7,2856.382
886,30,341,7,2859.716
887,30,342,5,2863.049
888,30,342,1,2866.382
889,30,342,1,2869.716
890,30,343,1,2873.049
891,30,343,1,2876.382
892,30,344,2,2879.716
893,30,344,1,2883.049
894,30,345,2,2886.382
895,30,345,1,2889.716
896,30,346,2,2893.049
897,30,346,2,2896.382
898,30,346,2,2899.716
899,30,347,3,2903.049
900,30,347,3,2906.382
901,31,347,3,2909.716
902,31,348,4,2913.049
903,31,348,4,2916.382
904,31,348,4,2919.716
905,31,349,4,2923.049
906,31,349,4,2926.382
907,31,349,4,2929.716
908,31,350,5,2933.049
909,31,350,5,2936.382
910,31,350,5,2939.716
911,31,351,6,2943.049
912,31,351,6,2946.382
913,31,351,6,2949.716
914,31,352,3,2953.049
915,31,352,1,2956.382
916,31,352,1,2959.716
917,31,353,1,2963.049
918,31,353,1,2966.382
919,31,353,1,2969.716
920,31,354,1,2973.049
921,31,354,1,2976.382
922,31,354,1,2979.716
923,31,355,2,2983.049
924,31,355,2,2986.382
925,31,355,2,2989.716
926,31,356,3,2993.049
927,31,356,3,2996.382
928,31,357,4,2999.716
929,31,357,4,3003.049
930,31,357,4,3006.382
931,32,358,5,3009.716
932,32,358,5,3013.049
933,32,358,5,3016.382
934,32,359,6,3019.716
935,32,359,6,3023.049
936,32,360,7,3026.382
937,32,360,7,3029.716
938,32,361,8,3033.049
939,32,361,8,3036.382
940,32,362,9,3039.716
941,32,362,6,3043.049
942,32,363,3,3046.382
943,32,363,1,3049.716
944,32,363,1,3053.049
945,32,364,1,3056.382
946,32,364,1,3059.716
947,32,364,1,3063.049
948,32,365,1,3066.382
949,32,365,1,3069.716
950,32,365,1,3073.049
951,32,366,2,3076.382
952,32,366,2,3079.716
953,32,367,3,3083.049
954,32,367,3,3086.382
955,32,368,4,3089.716
956,32,368,4,3093.049
957,32,368,4,3096.382
958,32,369,5,3099.716
959,32,369,2,3103.049
960,32,370,3,3106.382
961,33,370,3,3109.716
962,33,371,4,3113.049
963,33,371,4,3116.382
964,33,372,5,3119.716
965,33,372,5,3123.049
966,33,373,6,3126.382
967,33,373,6,3129.716
968,33,373,3,3133.049
969,33,374,1,3136.382
970,33,374,1,3139.716
971,33,374,1,3143.049
972,33,375,1,3146.382
973,33,375,1,3149.716
974,33,375,1,3153.049
975,33,376,1,3156.382
976,33,376,1,3159.716
977,33,376,1,3163.049
978,33,377,2,3166.382
979,33,377,2,3169.716
980,33,377,2,3173.049
981,33,378,3,3176.382
982,33,378,3,3179.716
983,33,378,3,3183.049
984,33,379,4,3186.383
985,33,379,4,3189.716
986,33,379,3,3193.049
987,33,380,4,3196.383
988,33,380,4,3199.716
989,33,381,5,3203.049
990,33,381,5,3206.383
991,34,381,5,3209.716
992,34,382,6,3213.049
993,34,382,6,3216.383
994,34,382,6,3219.716
995,34,383,4,3223.049
996,34,383,1,3226.383
997,34,383,1,3229.716
998,34,384,1,3233.049
999,34,384,1,3236.383
1000,34,385,2,3239.716
1001,34,385,1,3243.049
1002,34,385,1,3246.383
1003,34,386,1,3249.716
1004,34,386,1,3253.049
1005,34,386,1,3256.383
1006,34,387,2,3259.716
1007,34,387,2,3263.049
1008,34,388,3,3266.383
1009,34,388,3,3269.716
1010,34,388,3,3273.049
1011,34,389,4,3276.383
1012,34,389,4,3279.716
1013,34,389,3,3283.049
1014,34,390,4,3286.383
1015,34,390,4,3289.716
1016,34,391,5,3293.049
1017,34,391,5,3296.383
1018,34,392,6,3299.716
1019,34,392,6,3303.049
1020,34,392,6,3306.383
1021,35,393,7,3309.716
1022,35,393,3,3313.049
1023,35,394,2,3316.383
1024,35,394,1,3319.716
1025,35,394,1,3323.049
1026,35,395,1,3326.383
1027,35,395,1,3329.716
1028,35,396,2,3333.049
1029,35,396,1,3336.383
1030,35,397,2,3339.716
1031,35,397,2,3343.049
1032,35,398,3,3346.383
1033,35,398,3,3349.716
1034,35,399,4,3353.049
1035,35,399,4,3356.383
1036,35,400,5,3359.716
1037,35,400,5,3363.049
1038,35,401,6,3366.383
1039,35,401,6,3369.716
1040,35,401,5,3373.049
1041,35,402,6,3376.383
1042,35,402,6,3379.716
1043,35,402,6,3383.049
1044,35,403,7,3386.383
1045,35,403,7,3389.716
1046,35,403,7,3393.049
1047,35,404,8,3396.383
1048,35,404,8,3399.716
1049,35,404,5,3403.049
1050,35,405,2,3406.383
1051,36,405,1,3409.716
1052,36,405,1,3413.049
1053,36,406,1,3416.383
1054,36,406,1,3419.716
1055,36,407,2,3423.049
1056,36,407,1,3426.383
1057,36,408,2,3429.716
1058,36,408,2,3433.049
1059,36,409,3,3436.383
1060,36,409,3,3439.716
1061,36,409,3,3443.049
1062,36,410,4,3446.383
1063,36,410,4,3449.716
1064,36,411,5,3453.049
1065,36,411,5,3456.383
1066,36,411,5,3459.716
1067,36,412,3,3463.049
1068,36,412,3,3466.383
1069,36,413,4,3469.716
1070,36,413,4,3473.049
1071,36,414,5,3476.383
1072,36,414,5,3479.716
1073,36,414,5,3483.049
1074,36,415,6,3486.383
1075,36,415,6,3489.716
1076,36,416,4,3493.049
1077,36,416,1,3496.383
1078,36,417,2,3499.716
1079,36,417,1,3503.049
1080,36,417,1,3506.383
1081,37,418,1,3509.716
1082,37,418,1,3513.049
1083,37,418,1,3516.383
1084,37,419,1,3519.716
1085,37,419,1,3523.049
1086,37,420,2,3526.383
1087,37,420,2,3529.716
1088,37,421,3,3533.049
1089,37,421,3,3536.383
1090,37,421,3,3539.716
1091,37,422,4,3543.049
1092,37,422,4,3546.383
1093,37,422,4,3549.716
1094,37,423,2,3553.049
1095,37,423,1,3556.383
1096,37,423,1,3559.716
1097,37,424,2,3563.049
1098,37,424,2,3566.383
1099,37,425,3,3569.716
1100,37,425,3,3573.049
1101,37,425,3,3576.383
1102,37,426,4,3579.716
1103,37,426,1,3583.049
1104,37,426,1,3586.383
1105,37,427,1,3589.716
1106,37,427,1,3593.049
1107,37,428,2,3596.383
1108,37,428,1,3599.716
1109,37,428,1,3603.049
1110,37,429,1,3606.383
1111,38,429,1,3609.716
1112,38,429,1,3613.049
1113,38,430,2,3616.383
1114,38,430,2,3619.716
1115,38,431,3,3623.049
1116,38,431,3,3626.383
1117,38,431,3,3629.716
1118,38,432,4,3633.049
1119,38,432,4,3636.383
1120,38,432,4,3639.716
1121,38,433,2,3643.049
1122,38,433,2,3646.383
1123,38,434,3,3649.716
1124,38,434,3,3653.049
1125,38,434,3,3656.383
1126,38,435,4,3659.716
1127,38,435,4,3663.049
1128,38,436,5,3666.383
1129,38,436,5,3669.716
1130,38,437,2,3673.049
1131,38,437,1,3676.383
1132,38,438,2,3679.716
1133,38,438,1,3683.049
1134,38,438,1,3686.383
1135,38,439,1,3689.716
1136,38,439,1,3693.049
1137,38,440,2,3696.383
1138,38,440,1,3699.716
1139,38,440,1,3703.049
1140,38,441,2,3706.383
1141,39,441,2,3709.716
1142,39,442,3,3713.049
1143,39,442,3,3716.383
1144,39,443,4,3719.716
1145,39,443,4,3723.049
1146,39,443,4,3726.383
1147,39,444,5,3729.716
1148,39,444,3,3733.049
1149,39,445,4,3736.383
1150,39,445,4,3739.716
1151,39,446,5,3743.049
1152,39,446,5,3746.383
1153,39,447,6,3749.716
1154,39,447,6,3753.049
1155,39,448,7,3756.383
1156,39,448,7,3759.716
1157,39,449,5,3763.049
1158,39,449,2,3766.383
1159,39,449,1,3769.716
1160,39,450,1,3773.049
1161,39,450,1,3776.383
1162,39,450,1,3779.716
1163,39,451,1,3783.049
1164,39,451,1,3786.383
1165,39,451,1,3789.716
1166,39,452,2,3793.049
1167,39,452,2,3796.383
1168,39,452,2,3799.716
1169,39,453,3,3803.049
1170,39,453,3,3806.383
1171,40,454,4,3809.716
1172,40,454,4,3813.049
1173,40,454,4,3816.383
1174,40,455,5,3819.716
1175,40,455,4,3823.049
1176,40,456,5,3826.383
1177,40,456,5,3829.716
1178,40,456,5,3833.049
1179,40,457,6,3836.383
1180,40,457,6,3839.716
1181,40,458,7,3843.049
1182,40,458,7,3846.383
1183,40,458,7,3849.716
1184,40,459,5,3853.049
1185,40,459,2,3856.383
1186,40,460,2,3859.716
1187,40,460,1,3863.049
1188,40,461,2,3866.383
1189,40,461,1,3869.716
1190,40,462,2,3873.049
1191,40,462,1,3876.383
1192,40,462,1,3879.716
1193,40,463,2,3883.049
1194,40,463,2,3886.383
1195,40,464,3,3889.716
1196,40,464,3,3893.049
1197,40,464,3,3896.383
1198,40,465,4,3899.716
1199,40,465,4,3903.049
1200,40,466,5,3906.383
1201,41,466,5,3909.716
1202,41,467,6,3913.049
1203,41,467,6,3916.383
1204,41,468,7,3919.716
1205,41,468,7,3923.049
1206,41,468,7,3926.383
1207,41,469,8,3929.716
1208,41,469,8,3933.049
1209,41,470,9,3936.383
1210,41,470,9,3939.716
1211,41,471,7,3943.049
1212,41,471,3,3946.383
1213,41,471,1,3949.716
1214,41,472,1,3953.049
1215,41,472,1,3956.383
1216,41,472,1,3959.716
1217,41,473,1,3963.049
1218,41,473,1,3966.383
1219,41,474,2,3969.716
1220,41,474,2,3973.049
1221,41,474,2,3976.383
1222,41,475,3,3979.716
1223,41,475,3,3983.049
1224,41,476,4,3986.383
1225,41,476,4,3989.716
1226,41,476,4,3993.049
1227,41,477,5,3996.383
1228,41,477,5,3999.716
1229,41,478,5,4003.049
1230,41,478,5,4006.383
1231,42,479,6,4009.716
1232,42,479,6,4013.049
1233,42,480,7,4016.383
1234,42,480,7,4019.716
1235,42,480,7,4023.049
1236,42,481,8,4026.383
1237,42,481,8,4029.716
1238,42,481,5,4033.049
1239,42,482,3,4036.383
1240,42,482,1,4039.716
1241,42,483,2,4043.049
1242,42,483,1,4046.383
1243,42,484,2,4049.716
1244,42,484,1,4053.049
1245,42,485,2,4056.383
1246,42,485,1,4059.716
1247,42,486,2,4063.049
1248,42,486,2,4066.383
1249,42,487,3,4069.716
1250,42,487,3,4073.049
1251,42,488,4,4076.383
1252,42,488,4,4079.716
1253,42,488,4,4083.049
1254,42,489,5,4086.383
1255,42,489,5,4089.716
1256,42,489,5,4093.049
1257,42,490,6,4096.382
1258,42,490,6,4099.716
1259,42,490,6,4103.049
1260,42,491,7,4106.382
1261,43,491,7,4109.716
1262,43,492,8,4113.049
1263,43,492,8,4116.382
1264,43,492,8,4119.716
1265,43,493,6,4123.049
1266,43,493,3,4126.382
1267,43,494,2,4129.716
1268,43,494,1,4133.049
1269,43,495,2,4136.382
1270,43,495,1,4139.716
1271,43,496,2,4143.049
1272,43,496,1,4146.382
1273,43,497,2,4149.716
1274,43,497,2,4153.049
1275,43,498,3,4156.382
1276,43,498,3,4159.716
1277,43,498,3,4163.049
1278,43,499,4,4166.382
1279,43,499,4,4169.716
1280,43,500,5,4173.049
1281,43,500,5,4176.382
1282,43,501,6,4179.716
1283,43,501,5,4183.049
1284,43,502,6,4186.382
1285,43,502,6,4189.716
1286,43,503,7,4193.049
1287,43,503,7,4196.382
1288,43,504,8,4199.716
1289,43,504,8,4203.049
1290,43,504,8,4206.382
1291,44,505,9,4209.716
1292,44,505,5,4213.049
1293,44,506,3,4216.382
1294,44,506,1,4219.716
1295,44,506,1,4223.049
1296,44,507,1,4226.382
1297,44,507,1,4229.716
1298,44,507,1,4233.049
1299,44,508,1,4236.382
1300,44,508,1,4239.716
1301,44,508,1,4243.049
1302,44,509,2,4246.382
1303,44,509,2,4249.716
1304,44,510,3,4253.049
1305,44,510,3,4256.382
1306,44,511,4,4259.716
1307,44,511,4,4263.049
1308,44,511,4,4266.382
1309,44,512,5,4269.716
1310,44,512,4,4273.049
1311,44,512,4,4276.382
1312,44,513,5,4279.716
1313,44,513,5,4283.049
1314,44,513,5,4286.382
1315,44,514,6,4289.716
1316,44,514,6,4293.049
1317,44,514,6,4296.382
1318,44,515,7,4299.716
1319,44,515,4,4303.049
1320,44,516,2,4306.382
1321,45,516,1,4309.716
1322,45,516,1,4313.049
1323,45,517,1,4316.382
1324,45,517,1,4319.716
1325,45,518,2,4323.049
1326,45,518,1,4326.382
1327,45,519,2,4329.716
1328,45,519,2,4333.049
1329,45,520,3,4336.382
1330,45,520,3,4339.716
1331,45,520,3,4343.049
1332,45,521,4,4346.382
1333,45,521,4,4349.716
1334,45,522,5,4353.049
1335,45,522,5,4356.382
1336,45,523,6,4359.716
1337,45,523,6,4363.049
1338,45,524,7,4366.382
1339,45,524,7,4369.716
1340,45,525,8,4373.049
1341,45,525,8,4376.382
1342,45,526,9,4379.716
1343,45,526,9,4383.049
1344,45,526,9,4386.382
1345,45,527,10,4389.716
1346,45,527,6,4393.049
1347,45,528,5,4396.382
1348,45,528,1,4399.716
1349,45,529,2,4403.049
1350,45,529,1,4406.382
1351,46,529,1,4409.716
1352,46,530,1,4413.049
1353,46,530,1,4416.382
1354,46,531,2,4419.716
1355,46,531,2,4423.049
1356,46,532,3,4426.382
1357,46,532,3,4429.716
1358,46,532,3,4433.049
1359,46,533,4,4436.382
1360,46,533,4,4439.716
1361,46,533,4,4443.049
1362,46,534,5,4446.382
1363,46,534,5,4449.716
1364,46,535,3,4453.049
1365,46,535,3,4456.382
1366,46,536,4,4459.716
1367,46,536,4,4463.049
1368,46,536,4,4466.382
1369,46,537,5,4469.716
1370,46,537,5,4473.049
1371,46,537,5,4476.382
1372,46,538,6,4479.716
1373,46,538,4,4483.049
1374,46,539,2,4486.382
1375,46,539,1,4489.716
1376,46,540,2,4493.049
1377,46,540,1,4496.382
1378,46,541,2,4499.716
1379,46,541,1,4503.049
1380,46,541,1,4506.382
1381,47,542,1,4509.716
1382,47,542,1,4513.049
1383,47,543,2,4516.382
1384,47,543,2,4519.716
1385,47,543,2,4523.049
1386,47,544,3,4526.382
1387,47,544,3,4529.716
1388,47,545,4,4533.049
1389,47,545,4,4536.382
1390,47,546,5,4539.716
1391,47,546,4,4543.049
1392,47,546,4,4546.382
1393,47,547,5,4549.716
1394,47,547,5,4553.049
1395,47,547,5,4556.382
1396,47,548,6,4559.716
1397,47,548,6,4563.049
1398,47,549,7,4566.382
1399,47,549,7,4569.716
1400,47,549,5,4573.049
1401,47,550,3,4576.382
1402,47,550,1,4579.716
1403,47,551,2,4583.049
1404,47,551,1,4586.382
1405,47,551,1,4589.716
1406,47,552,1,4593.049
1407,47,552,1,4596.382
1408,47,553,2,4599.716
1409,47,553,2,4603.049
1410,47,554,3,4606.382
1411,48,554,3,4609.716
1412,48,554,3,4613.049
1413,48,555,4,4616.382
1414,48,555,4,4619.716
1415,48,556,5,4623.049
1416,48,556,5,4626.382
1417,48,557,6,4629.716
1418,48,557,6,4633.049
1419,48,557,6,4636.382
1420,48,558,7,4639.716
1421,48,558,7,4643.049
1422,48,558,7,4646.382
1423,48,559,8,4649.716
1424,48,559,8,4653.049
1425,48,560,9,4656.382
1426,48,560,9,4659.716
1427,48,560,5,4663.049
1428,48,561,3,4666.382
1429,48,561,1,4669.716
1430,48,561,1,4673.049
1431,48,562,1,4676.382
1432,48,562,1,4679.716
1433,48,562,1,4683.049
1434,48,563,1,4686.382
1435,48,563,1,4689.716
1436,48,563,1,4693.049
1437,48,564,2,4696.382
1438,48,564,2,4699.716
1439,48,564,2,4703.049
1440,48,565,3,4706.382
1441,49,565,3,4709.716
1442,49,565,3,4713.049
1443,49,566,4,4716.382
1444,49,566,4,4719.716
1445,49,567,4,4723.049
1446,49,567,4,4726.382
1447,49,567,4,4729.716
1448,49,568,5,4733.049
1449,49,568,5,4736.382
1450,49,568,5,4739.716
1451,49,569,6,4743.049
1452,49,569,6,4746.382
1453,49,570,7,4749.716
1454,49,570,3,4753.049
1455,49,570,1,4756.382
1456,49,571,1,4759.716
1457,49,571,1,4763.049
1458,49,571,1,4766.382
1459,49,572,1,4769.716
1460,49,572,1,4773.049
1461,49,572,1,4776.382
1462,49,573,1,4779.716
1463,49,573,1,4783.049
1464,49,574,2,4786.382
1465,49,574,2,4789.716
1466,49,574,2,4793.049
1467,49,575,3,4796.382
1468,49,575,3,4799.716
1469,49,575,3,4803.049
1470,49,576,4,4806.382
1471,50,576,4,4809.716
1472,50,576,4,4813.049
1473,50,577,5,4816.382
1474,50,577,5,4819.716
1475,50,578,6,4823.049
1476,50,578,6,4826.382
1477,50,579,7,4829.716
1478,50,579,7,4833.049
1479,50,580,8,4836.382
1480,50,580,8,4839.716
1481,50,580,6,4843.049
1482,50,581,4,4846.382
1483,50,581,1,4849.716
1484,50,582,2,4853.049
1485,50,582,1,4856.382
1486,50,583,2,4859.716
1487,50,583,1,4863.049
1488,50,584,2,4866.382
1489,50,584,1,4869.716
1490,50,585,2,4873.049
1491,50,585,2,4876.382
1492,50,586,3,4879.716
1493,50,586,3,4883.049
1494,50,587,4,4886.382
1495,50,587,4,4889.716
1496,50,588,5,4893.049
1497,50,588,5,4896.382
1498,50,589,6,4899.716
1499,50,589,6,4903.049
1500,50,589,6,4906.382
1501,51,590,7,4909.716
1502,51,590,7,4913.049
1503,51,591,8,4916.382
1504,51,591,8,4919.716
1505,51,591,8,4923.049
1506,51,592,9,4926.382
1507,51,592,9,4929.716
1508,51,593,6,4933.049
1509,51,593,3,4936.382
1510,51,594,2,4939.716
1511,51,594,1,4943.049
1512,51,595,2,4946.382
1513,51,595,1,4949.716
1514,51,595,1,4953.049
1515,51,596,1,4956.382
1516,51,596,1,4959.716
1517,51,596,1,4963.049
1518,51,597,2,4966.382
1519,51,597,2,4969.716
1520,51,598,3,4973.049
1521,51,598,3,4976.382
1522,51,598,3,4979.716
1523,51,599,4,4983.049
1524,51,599,4,4986.382
1525,51,599,4,4989.716
1526,51,600,5,4993.049
1527,51,600,5,4996.382
1528,51,600,5,4999.716
1529,51,601,6,5003.049
1530,51,601,6,5006.382
1531,52,602,7,5009.716
1532,52,602,7,5013.049
1533,52,603,8,5016.382
1534,52,603,8,5019.716
1535,52,604,6,5023.049
1536,52,604,4,5026.382
1537,52,605,2,5029.716
1538,52,605,1,5033.049
1539,52,605,1,5036.382
1540,52,606,1,5039.716
1541,52,606,1,5043.049
1542,52,606,1,5046.382
1543,52,607,1,5049.716
1544,52,607,1,5053.049
1545,52,607,1,5056.382
1546,52,608,2,5059.716
1547,52,608,2,5063.049
1548,52,609,3,5066.382
1549,52,609,3,5069.716
1550,52,609,3,5073.049
1551,52,610,4,5076.382
1552,52,610,4,5079.716
1553,52,611,5,5083.049
1554,52,611,5,5086.382
1555,52,612,6,5089.716
1556,52,612,6,5093.049
1557,52,613,7,5096.382
1558,52,613,7,5099.716
1559,52,614,8,5103.049
1560,52,614,8,5106.382
1561,53,614,8,5109.716
1562,53,615,5,5113.049
1563,53,615,3,5116.382
1564,53,616,2,5119.716
1565,53,616,1,5123.049
1566,53,617,2,5126.382
1567,53,617,1,5129.716
1568,53,618,2,5133.049
1569,53,618,1,5136.382
1570,53,619,2,5139.716
1571,53,619,2,5143.049
1572,53,620,3,5146.382
1573,53,620,3,5149.716
1574,53,621,4,5153.049
1575,53,621,4,5156.382
1576,53,621,4,5159.716
1577,53,622,5,5163.049
1578,53,622,5,5166.382
1579,53,622,5,5169.716
1580,53,623,6,5173.049
1581,53,623,6,5176.382
1582,53,623,6,5179.716
1583,53,624,7,5183.049
1584,53,624,7,5186.382
1585,53,624,7,5189.716
1586,53,625,8,5193.049
1587,53,625,8,5196.382
1588,53,625,8,5199.716
1589,53,626,7,5203.049
1590,53,626,4,5206.382
1591,54,627,2,5209.716
1592,54,627,1,5213.049
1593,54,628,2,5216.382
1594,54,628,1,5219.716
1595,54,629,2,5223.049
1596,54,629,1,5226.382
1597,54,629,1,5229.716
1598,54,630,2,5233.049
1599,54,630,2,5236.382
1600,54,631,3,5239.716
1601,54,631,3,5243.049
1602,54,631,3,5246.382
1603,54,632,4,5249.716
1604,54,632,4,5253.049
1605,54,632,4,5256.382
1606,54,633,5,5259.716
1607,54,633,3,5263.049
1608,54,634,2,5266.382
1609,54,634,1,5269.716
1610,54,634,1,5273.049
1611,54,635,1,5276.382
1612,54,635,1,5279.716
1613,54,635,1,5283.049
1614,54,636,1,5286.382
1615,54,636,1,5289.716
1616,54,637,2,5293.049
1617,54,637,1,5296.382
1618,54,637,1,5299.716
1619,54,638,1,5303.049
1620,54,638,1,5306.382
1621,55,639,2,5309.716
1622,55,639,1,5313.049
1623,55,639,1,5316.382
1624,55,640,1,5319.716
1625,55,640,1,5323.049
1626,55,641,2,5326.382
1627,55,641,2,5329.716
1628,55,642,3,5333.049
1629,55,642,3,5336.382
1630,55,643,4,5339.716
1631,55,643,4,5343.049
1632,55,644,5,5346.382
1633,55,644,5,5349.716
1634,55,644,5,5353.049
1635,55,645,6,5356.382
1636,55,645,6,5359.716
1637,55,646,7,5363.049
1638,55,646,7,5366.382
1639,55,647,8,5369.716
1640,55,647,8,5373.049
1641,55,648,9,5376.382
1642,55,648,9,5379.716
1643,55,649,6,5383.049
1644,55,649,4,5386.382
1645,55,649,1,5389.716
1646,55,650,1,5393.049
1647,55,650,1,5396.382
1648,55,651,2,5399.716
1649,55,651,1,5403.049
1650,55,652,2,5406.382
1651,56,652,1,5409.716
1652,56,652,1,5413.049
1653,56,653,2,5416.382
1654,56,653,2,5419.716
1655,56,653,2,5423.049
1656,56,654,3,5426.382
1657,56,654,3,5429.716
1658,56,654,3,5433.049
1659,56,655,4,5436.382
1660,56,655,4,5439.716
1661,56,656,2,5443.049
1662,56,656,2,5446.382
1663,56,657,3,5449.716
1664,56,657,3,5453.049
1665,56,657,3,5456.382
1666,56,658,4,5459.716
1667,56,658,4,5463.049
1668,56,658,4,5466.382
1669,56,659,5,5469.716
1670,56,659,3,5473.049
1671,56,660,2,5476.382
1672,56,660,1,5479.716
1673,56,660,1,5483.049
1674,56,661,1,5486.382
1675,56,661,1,5489.716
1676,56,661,1,5493.049
1677,56,662,1,5496.382
1678,56,662,1,5499.716
1679,56,663,2,5503.049
1680,56,663,2,5506.382
1681,57,664,3,5509.716
1682,57,664,3,5513.049
1683,57,665,4,5516.382
1684,57,665,4,5519.716
1685,57,665,4,5523.049
1686,57,666,5,5526.382
1687,57,666,5,5529.716
